case,quarter,R.mth,age,country,1st time visitor,nbr visit past 3 yrs,mode of arrival,carrier,purpose of visit,purpose of visit_Grp,pov6a,Mono-SIN,Last Port,Next Port,length of stay,Travel Type,gender,marital status,companion_1,companion_2,companion_3,companion_4,companion_5,companion_6,accomodation ($),shop ($),fnb ($),transport ($),medical ($),others ($),Total
"20,486",4,12,25-29 yrs,Indonesia,No,1,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Spouse,,,,,,100.68,625.16,167.79,67.12,0.00,0.00,960.75
"20,487",4,12,45-49 yrs,Indonesia,No,1,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,Parents/ Parents-in-law,,,,0.00,625.16,33.56,16.78,0.00,0.00,675.50
"20,488",4,12,30-34 yrs,Indonesia,No,10,Air,Batavia Air (BTV),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,10.00,FIT,Male,married,Parents/ Parents-in-law,Other relatives,,,,,0.00,125.16,33.56,33.56,0.00,0.00,192.28
"20,495",4,12,55-59 yrs,Indonesia,No,2,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Male,married,Spouse,Other relatives,,,,,0.00,125.16,67.12,16.78,0.00,0.00,209.06
"20,499",4,12,30-34 yrs,Indonesia,Yes,,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,day tripper,FIT,Female,married,Spouse,,,,,,0.00,125.16,0.00,4.03,0.00,0.00,129.19
"20,538",4,12,40-44 yrs,Indonesia,No,70,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Multi-Destination,No,Yes,4.00,FIT,Male,married,Spouse,,,,,,838.97,325.16,335.59,167.79,0.00,0.00,"1,667.51"
"20,562",4,12,55-59 yrs,Indonesia,No,5,Air,Lion Airlines (LNI),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,2.00,FIT,Male,married,Spouse,,,,,,503.38,300.16,83.90,41.95,"2,000.00",0.00,"2,929.39"
"20,563",4,12,55-59 yrs,Indonesia,No,3,Air,Lion Airlines (LNI),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,3.00,FIT,Male,married,Spouse,,,,,,117.46,225.16,83.90,50.34,"1,300.00",0.00,"1,776.85"
"20,564",4,12,40-44 yrs,Indonesia,No,3,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,579.81,325.16,100.68,67.12,0.00,0.00,"1,072.76"
"20,568",4,12,45-49 yrs,Indonesia,No,35,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Spouse,,,,,,217.97,125.16,145.31,290.63,0.00,0.00,779.08
"20,569",4,12,30-34 yrs,Indonesia,No,0,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,12.00,FIT,Male,married,Alone,,,,,,0.00,225.16,36.33,12.11,0.00,0.00,273.60
"20,570",4,12,30-34 yrs,Indonesia,No,30,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,,,,,0.00,125.16,29.06,48.44,350.00,0.00,552.67
"20,571",4,12,25-29 yrs,Indonesia,No,6,Air,AirAsia Berhad (AXM),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Female,married,Spouse,Children aged 0-7 yrs,,,,,0.00,225.16,16.78,8.39,0.00,0.00,250.33
"20,572",4,12,20-24 yrs,Indonesia,No,3,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,8.00,FIT,Female,single,Alone,,,,,,0.00,275.16,18.16,0.00,0.00,0.00,293.33
"20,573",4,12,35-39 yrs,Indonesia,No,5,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,No,2.00,FIT,Male,married,Alone,,,,,,0.00,125.16,58.73,16.78,0.00,0.00,200.67
"20,575",4,12,25-29 yrs,Indonesia,No,50,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,125.16,7.27,4.36,0.00,0.00,136.79
"20,577",4,12,55-59 yrs,Indonesia,No,15,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,9.00,FIT,Female,married,Spouse,,,,,,0.00,375.16,32.29,9.69,0.00,0.00,417.14
"20,578",4,12,35-39 yrs,Indonesia,No,10,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,Children aged 8-12 yrs,,,,,0.00,125.16,72.66,18.16,700.00,0.00,915.99
"20,579",4,12,35-39 yrs,Indonesia,No,10,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,145.31,29.06,0.00,0.00,299.54
"20,580",4,12,20-24 yrs,Indonesia,No,75,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,175.16,7.27,29.06,0.00,0.00,211.49
"20,581",4,12,30-34 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,"1,375.16",36.33,29.06,0.00,0.00,"1,440.56"
"20,582",4,12,55-59 yrs,Indonesia,No,25,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,125.16,14.53,21.80,59.00,0.00,220.49
"20,583",4,12,25-29 yrs,Indonesia,Yes,,Sea,,In-house company training,Education,Education,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,145.16,21.80,29.06,0.00,0.00,196.02
"20,584",4,12,50-54 yrs,Indonesia,No,150,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,140.16,7.27,0.00,0.00,0.00,147.43
"20,585",4,12,40-44 yrs,Indonesia,No,15,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,12.00,FIT,Male,married,Alone,,,,,,0.00,185.16,24.22,8.48,0.00,0.00,217.86
"20,586",4,12,30-34 yrs,Indonesia,No,7,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,140.16,43.59,0.00,0.00,0.00,183.76
"20,587",4,12,45-49 yrs,Indonesia,No,50,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,day tripper,FIT,Male,married,Parents/ Parents-in-law,,,,,,0.00,125.16,36.33,15.26,"1,000.00",0.00,"1,176.75"
"20,595",4,12,50-54 yrs,Indonesia,No,0,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,0.00,125.16,67.12,22.37,0.00,0.00,214.65
"20,597",4,12,30-34 yrs,Indonesia,No,1,Air,Jetstar Asia Airways (JSA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,1.00,FIT,Female,single,Business associates/ Colleagues,,,,,,167.79,525.16,87.25,67.12,0.00,0.00,847.33
"20,620",4,12,55-59 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,302.03,250.16,117.46,33.56,"2,000.00",0.00,"2,703.21"
"20,621",4,12,35-39 yrs,Indonesia,No,1,Air,Garuda Indonesia (GIA),To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Spouse,,,,,,553.72,875.16,100.68,33.56,0.00,0.00,"1,563.12"
"20,622",4,12,35-39 yrs,Indonesia,No,4,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,698.77,165.16,134.23,83.90,0.00,0.00,"1,082.07"
"20,636",4,12,25-29 yrs,Indonesia,No,10,Air,SilkAir (Singapore) Pte Limited (SLK),Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,3.00,FIT,Female,single,Alone,,,,,,0.00,325.16,55.93,111.86,"1,000.00",0.00,"1,492.96"
"20,646",4,12,30-34 yrs,Indonesia,No,4,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,married,Friends,,,,,,0.00,"1,225.16",104.87,16.78,0.00,0.00,"1,346.81"
"20,647",4,12,30-34 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Friends,,,,,,0.00,235.16,29.36,8.39,0.00,0.00,272.92
"20,654",4,12,25-29 yrs,Indonesia,No,1,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Female,married,Spouse,,,,,,201.35,125.16,41.95,12.58,0.00,0.00,381.05
"20,671",4,12,35-39 yrs,Indonesia,No,5,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,married,Alone,,,,,,201.35,125.16,67.12,33.56,0.00,0.00,427.19
"20,672",4,12,55-59 yrs,Indonesia,No,1,Air,Philippine Airlines Inc (PAL),"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,4.00,FIT,Female,married,Spouse,,,,,,0.00,150.16,83.90,8.39,0.00,32.67,275.12
"20,684",4,12,50-54 yrs,Indonesia,No,8,Air,Valuair (VLU),Visiting an international student studying in Singapore,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Alone,,,,,,0.00,925.16,335.59,111.86,0.00,0.00,"1,372.61"
"20,752",4,12,45-49 yrs,Indonesia,No,2,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,922.67,415.16,234.91,67.12,0.00,0.00,"1,639.86"
"20,767",4,12,60-64 yrs,Indonesia,No,5,Air,Lion Airlines (LNI),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Female,married,Alone,,,,,,0.00,125.16,16.78,0.00,0.00,0.00,141.94
"20,768",4,12,35-39 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Male,married,Alone,,,,,,0.00,125.16,55.93,19.58,0.00,0.00,200.67
"20,769",4,12,20-24 yrs,Indonesia,No,4,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,single,Alone,,,,,,"1,006.76",225.16,223.72,111.86,0.00,0.00,"1,567.51"
"20,770",4,12,50-54 yrs,Indonesia,No,4,Air,Valuair (VLU),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Female,married,Friends,,,,,,0.00,325.16,167.79,44.74,0.00,0.00,537.70
"20,773",4,12,65 yrs & above,Indonesia,No,15,Air,Valuair (VLU),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,30.00,FIT,Female,married,Alone,,,,,,0.00,125.16,33.56,5.59,0.00,0.00,164.32
"20,775",4,12,60-64 yrs,Indonesia,No,6,Air,Valuair (VLU),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,0.00,225.16,83.90,11.19,0.00,0.00,320.25
"20,787",4,12,40-44 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Spouse,,,,,,419.48,225.16,167.79,67.12,0.00,0.00,879.56
"20,791",4,12,55-59 yrs,Indonesia,No,2,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,14.00,FIT,Female,married,Other relatives,,,,,,0.00,125.16,0.00,3.74,0.00,0.00,128.90
"20,793",4,12,30-34 yrs,Indonesia,No,2,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,14.00,FIT,Female,married,Other relatives,,,,,,0.00,125.16,0.00,0.00,0.00,0.00,125.16
"20,798",4,12,25-29 yrs,Indonesia,No,2,Air,Others,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Spouse,Other relatives,,,,,0.00,125.16,0.00,8.05,0.00,0.00,133.22
"20,800",4,12,25-29 yrs,Indonesia,Yes,,Air,SilkAir (Singapore) Pte Limited (SLK),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,married,Spouse,,,,,,0.00,125.16,16.78,20.14,0.00,0.00,162.08
"20,802",4,12,20-24 yrs,Indonesia,No,0,Air,Jetstar Asia Airways (JSA),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,10.00,FIT,Male,single,Parents/ Parents-in-law,Siblings,,,,,0.00,145.16,134.23,16.78,0.00,0.00,296.18
"20,815",4,12,40-44 yrs,Indonesia,No,0,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Female,married,Business associates/ Colleagues,,,,,,179.67,525.16,167.79,41.95,0.00,0.00,914.58
"20,821",4,12,50-54 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,1.00,FIT,Female,married,Alone,,,,,,441.69,375.16,151.01,83.90,0.00,0.00,"1,051.76"
"20,827",4,12,20-24 yrs,Indonesia,Yes,,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Female,single,Parents/ Parents-in-law,Other relatives,,,,,222.82,221.16,368.13,145.31,600.00,0.00,"1,557.42"
"20,828",4,12,55-59 yrs,Indonesia,No,30,Sea,,"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,130.66,14.53,29.06,0.00,0.00,174.26
"20,829",4,12,35-39 yrs,Indonesia,No,55,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,14.53,14.53,0.00,0.00,154.23
"20,830",4,12,55-59 yrs,Indonesia,No,50,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,5.00,FIT,Female,married,Spouse,Children aged 20-39 yrs,,,,,81.38,158.50,29.06,9.69,0.00,0.00,278.62
"20,831",4,12,35-39 yrs,Indonesia,No,60,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,125.16,8.72,16.57,0.00,0.00,150.45
"20,832",4,12,30-34 yrs,Indonesia,No,25,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,9.00,FIT,Male,single,Alone,,,,,,0.00,325.16,96.88,48.44,0.00,0.00,470.48
"20,833",4,12,35-39 yrs,Indonesia,No,36,Sea,,"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,149.16,14.53,31.97,0.00,0.00,195.66
"20,834",4,12,40-44 yrs,Indonesia,No,20,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,290.63,125.16,87.19,145.31,0.00,0.00,648.30
"20,835",4,12,30-34 yrs,Indonesia,No,3,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,14.00,FIT,Female,married,Alone,,,,,,0.00,155.16,62.28,10.38,0.00,0.00,227.82
"20,836",4,12,25-29 yrs,Indonesia,No,36,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Spouse,,,,,,0.00,625.16,72.66,0.00,0.00,0.00,697.82
"20,837",4,12,60-64 yrs,Indonesia,No,50,Sea,,"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,8.72,8.72,0.00,0.00,142.60
"20,838",4,12,40-44 yrs,Indonesia,No,120,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,140.16,43.59,29.06,0.00,0.00,212.82
"20,839",4,12,25-29 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,125.16,72.66,72.66,0.00,0.00,270.48
"20,840",4,12,20-24 yrs,Indonesia,No,7,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,4.00,FIT,Male,single,Alone,,,,,,261.57,155.16,108.99,36.33,0.00,0.00,562.05
"20,841",4,12,20-24 yrs,Indonesia,No,5,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,single,Alone,,,,,,43.59,140.16,87.19,21.80,0.00,0.00,292.74
"20,842",4,12,35-39 yrs,Indonesia,No,3,Land,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,165.16,16.78,50.34,0.00,0.00,232.28
"20,845",4,12,40-44 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,165.16,21.80,14.53,0.00,0.00,201.49
"20,867",4,12,45-49 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Spouse,,,,,,318.81,875.16,167.79,41.95,0.00,0.00,"1,403.71"
"20,868",4,12,45-49 yrs,Indonesia,No,4,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,795.51,275.16,234.91,83.90,0.00,0.00,"1,389.48"
"20,869",4,12,20-24 yrs,Indonesia,No,1,Air,Garuda Indonesia (GIA),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,3.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,469.82,335.16,125.84,33.56,"1,500.00",0.00,"2,464.39"
"20,899",4,12,25-29 yrs,Indonesia,No,15,Sea,,Stopover,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,married,Siblings,,,,,,0.00,125.16,29.06,36.33,0.00,0.00,190.56
"20,921",4,12,25-29 yrs,Indonesia,No,10,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,10.00,FIT,Female,married,Spouse,,,,,,0.00,175.16,83.90,13.42,0.00,0.00,272.48
"20,950",4,12,45-49 yrs,Indonesia,No,3,Sea,,Visiting an international student studying in Singapore,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Alone,,,,,,0.00,235.16,72.66,14.53,0.00,0.00,322.35
"20,952",4,12,35-39 yrs,Indonesia,No,10,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,18.00,FIT,Female,married,Alone,,,,,,0.00,625.16,48.44,16.15,0.00,0.00,689.75
"20,955",4,12,45-49 yrs,Indonesia,No,30,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,F&E,Female,married,Children aged 8-12 yrs,Parents/ Parents-in-law,,,,,179.20,225.16,48.44,29.06,0.00,0.00,481.87
"20,956",4,12,30-34 yrs,Indonesia,No,20,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,day tripper,FIT,Female,married,Spouse,Children aged 0-7 yrs,,,,,0.00,125.16,25.19,9.69,200.00,0.00,360.04
"20,957",4,12,35-39 yrs,Indonesia,No,2,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,125.16,29.06,58.13,0.00,0.00,212.35
"20,958",4,12,25-29 yrs,Indonesia,No,40,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,725.16,21.80,36.33,0.00,0.00,783.29
"20,959",4,12,45-49 yrs,Indonesia,No,20,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,"1,125.16",72.66,50.86,0.00,0.00,"1,248.68"
"20,960",4,12,35-39 yrs,Indonesia,No,5,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,"2,125.16",50.86,58.13,0.00,0.00,"2,234.15"
"20,961",4,12,35-39 yrs,Indonesia,No,15,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,175.16,14.53,36.33,0.00,0.00,226.02
"20,962",4,12,50-54 yrs,Indonesia,No,300,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,175.16,43.59,29.06,0.00,0.00,247.82
"20,963",4,12,25-29 yrs,Indonesia,No,36,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,single,Alone,,,,,,0.00,"1,047.16",77.50,96.88,0.00,0.00,"1,221.54"
"20,964",4,12,25-29 yrs,Indonesia,No,3,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Spouse,,,,,,101.72,535.16,145.31,58.13,0.00,0.00,840.32
"20,965",4,12,35-39 yrs,Indonesia,No,30,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,125.16,21.80,36.33,0.00,0.00,183.29
"20,966",4,12,30-34 yrs,Indonesia,No,15,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Siblings,,,,,,0.00,310.16,14.53,36.33,0.00,0.00,361.02
"20,967",4,12,45-49 yrs,Indonesia,No,5,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Alone,,,,,,0.00,425.16,145.31,217.97,0.00,0.00,788.45
"20,968",4,12,20-24 yrs,Indonesia,No,10,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,day tripper,FIT,Female,single,Parents/ Parents-in-law,,,,,,0.00,280.16,58.13,36.33,150.00,0.00,524.62
"20,993",4,12,30-34 yrs,Indonesia,No,50,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Others,,,,,,0.00,175.16,100.68,20.14,0.00,0.00,295.98
"21,022",4,12,45-49 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,0.00,375.16,167.79,16.78,0.00,0.00,559.74
"21,028",4,12,25-29 yrs,Indonesia,Yes,,Air,Thai Airways International Public Co Ltd (THA),General business purpose,Business,Business,Multi-Destination,Yes,No,4.00,FIT,Male,single,Alone,,,,,,524.70,175.16,0.00,83.90,0.00,0.00,783.76
"21,044",4,12,40-44 yrs,Indonesia,No,9,Air,Lion Airlines (LNI),General business purpose,Business,Business,Multi-Destination,No,Yes,14.00,FIT,Male,married,Alone,,,,,,0.00,345.16,50.34,23.97,0.00,0.00,419.47
"21,051",4,12,25-29 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Male,single,Partner/ Boyfriend/ Girlfriend,,,,,,251.69,125.16,335.59,100.68,0.00,0.00,813.12
"21,057",4,12,45-49 yrs,Indonesia,No,2,Land,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,2.00,FIT,Male,married,Spouse,,,,,,0.00,412.75,41.95,20.97,0.00,0.00,475.68
"21,066",4,12,35-39 yrs,Indonesia,No,18,Air,Valuair (VLU),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,100.68,225.16,117.46,16.78,0.00,0.00,460.07
"21,067",4,12,50-54 yrs,Indonesia,No,5,Air,Freedom Air,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,14.00,FIT,Female,married,Parents/ Parents-in-law,Other relatives,,,,,0.00,125.16,100.68,8.39,0.00,0.00,234.23
"21,072",4,12,35-39 yrs,Indonesia,No,20,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Multi-Destination,No,Yes,3.00,FIT,Female,married,Alone,,,,,,335.59,325.16,111.86,111.86,0.00,0.00,884.48
"21,078",4,12,45-49 yrs,Indonesia,No,2,Sea,,Stopover,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,married,Parents/ Parents-in-law,,,,,,0.00,175.16,14.53,14.53,0.00,0.00,204.23
"21,140",4,12,30-34 yrs,Indonesia,No,3,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,married,Alone,,,,,,0.00,225.16,87.19,21.80,0.00,0.00,334.15
"21,141",4,12,25-29 yrs,Indonesia,No,100,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,625.16,7.27,7.27,0.00,0.00,639.70
"21,142",4,12,25-29 yrs,Indonesia,No,3,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,18.00,FIT,Female,divorced,Alone,,,,,,0.00,305.16,32.29,16.15,0.00,0.00,353.60
"21,143",4,12,30-34 yrs,Indonesia,No,10,Sea,,Accompanying a Healthcare/medical visitor for Day surgery,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Female,married,Children aged 0-7 yrs,Siblings,,,,,0.00,225.16,48.44,29.06,260.00,0.00,562.67
"21,144",4,12,55-59 yrs,Indonesia,No,20,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Spouse,,,,,,435.94,475.16,217.97,145.31,0.00,0.00,"1,274.39"
"21,145",4,12,40-44 yrs,Indonesia,No,100,Sea,,"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,145.16,29.06,43.59,0.00,0.00,217.82
